timestamp;Buffer;FPS;ReportedBitrate;Resolution;CalcBitrate
1699622747186;10.251;18;639;426x240;88661
1699622748186;13.186;18;639;426x240;88771
1699622749186;12.123;18;639;426x240;88885
1699622750187;11.324;18;639;426x240;89013
1699622751186;10.266;18;639;426x240;89128
1699622752181;9.202;18;639;426x240;89245
1699622753186;12.138;18;639;426x240;89373
1699622754186;11.337;18;639;426x240;89487
1699622755186;10.282;18;639;426x240;89616
1699622756186;13.217;18;639;426x240;89757
1699622757186;12.154;18;639;426x240;89904
1699622758186;11.353;18;639;426x240;90057
1699622759179;10.297;18;639;426x240;90191
1699622760186;13.15;18;639;426x240;90327
1699622761186;12.17;18;639;426x240;90460
1699622762182;11.375;18;639;426x240;90599
1699622763186;14.152;18;639;426x240;90731
1699622764186;13.25;18;639;426x240;90865
1699622765186;12.186;18;639;426x240;91021
1699622766187;11.122;18;639;426x240;91173
1699622767186;10.329;18;639;426x240;91301
1699622768186;9.265;18;639;426x240;91432
1699622769186;8.202;18;639;426x240;91553
1699622770186;7.137;18;639;426x240;91688
1699622771186;6.337;18;639;426x240;91844
1699622772187;9.264;18;639;426x240;91970
1699622773186;8.202;18;639;426x240;92112
1699622774186;7.138;18;639;426x240;92250
1699622775187;6.17;18;639;426x240;92394
1699622776185;5.282;18;639;426x240;92561
1699622777186;4.216;18;639;426x240;92655
1699622778186;3.15;18;639;426x240;92799
1699622779186;2.354;18;639;426x240;92939
1699622780186;1.29;18;639;426x240;93085
1699622781180;0.234;18;639;426x240;93159
1699622782179;0;18;639;426x240;93159
1699622783186;0;18;639;426x240;93159
1699622784186;1.314;18;639;426x240;93617
1699622785186;0.251;18;639;426x240;93658
1699622786186;0;18;639;426x240;93658
1699622787186;2.124;18;639;426x240;93942
1699622788185;1.327;18;639;426x240;94057
1699622789187;0.266;18;639;426x240;94097
1699622790180;0;18;639;426x240;94097
1699622791179;2.144;18;639;426x240;94402
1699622792187;1.344;18;639;426x240;94515
1699622793186;4.287;18;639;426x240;94632
1699622794186;3.224;18;639;426x240;94747
1699622795186;2.16;18;639;426x240;94865
1699622796187;1.359;18;639;426x240;94988
1699622797186;0.295;18;639;426x240;95027
1699622798186;0;18;639;426x240;95027
1699622799186;0;18;639;426x240;95027
1699622800179;0;18;639;426x240;95027
1699622801186;0;18;639;426x240;95027
1699622802185;1.184;18;639;426x240;95450
1699622803179;0.338;18;639;426x240;95474
1699622804182;0;18;639;426x240;95474
1699622805185;0;18;639;426x240;95474
